id,year,quantity
7221,1989,17
7222,1972,169
7223,1997,9
7224,2014,151
7225,2011,80
7227,1998,160
7228,1999,16
7231,1998,143
7233,2007,1
7234,2002,102
7235,2007,68
7238,2009,84
7239,1988,98
7240,1957,20
7241,2001,16
7242,1999,24
7243,1973,33
7244,1954,1
7246,2010,102
7248,1989,28
7249,2012,525
7250,2014,324
7251,1966,140
7253,2011,2
7254,2011,2
7256,1987,62
7257,2015,230
7259,2009,86
7260,2015,2
7263,2000,20
7264,2001,10
7265,2012,2
7267,2004,50
7268,1969,31
7269,2014,1034
7271,2010,67
7272,1981,2
7275,1982,5
7276,1982,2
7282,2008,161
7284,2016,2
7286,2003,1
7287,2014,237
7288,1984,32
7290,2015,307
7291,1993,179
7292,2003,136
7294,2001,221
7296,1997,19
7298,1992,352
7299,2010,2497
7300,1984,390
7304,1984,1
7307,2001,1
7308,2014,441
7309,1999,58
7310,2005,36
7311,2008,648
7313,2000,18
7314,2002,195
7315,2000,95
7316,1991,2195
7318,1987,107
7319,2014,17
7321,1976,51
7323,1980,134
7325,2010,30
7326,2015,2
7327,2014,2
7330,1999,21
7331,2015,140
7332,2009,37
7334,1992,1
7336,2012,1019
7338,2002,20
7339,2013,69
7340,2016,322
7341,2001,1134
7344,2010,326
7345,2013,44
7347,2014,52
7354,2012,75
7355,2016,66
7356,1995,36
7357,1992,76
7359,1991,20
7361,2003,100
7363,2005,203
7365,2005,72
7367,2011,27
7368,2012,2
7369,2011,4
7370,1999,19
7371,1994,1354
7373,1999,33
7374,2009,34
7376,1989,42
7377,1992,20
7378,2004,6
7379,1995,171
7380,1997,14
7381,2010,39
7386,1995,12
7388,2008,461
7389,1987,9
7396,1969,12
7397,2010,474
7398,2014,25
7399,2014,951
7401,2014,493
7402,1998,64
7406,1979,138
7407,2013,1607
7408,1995,41
7409,2008,74
7412,2015,181
7415,1980,512
7417,2011,230
7418,1981,20
7419,1987,20
7420,2012,2785
7421,2008,71
7422,2011,708
7424,2000,70
7426,2009,708
7427,2015,2
7428,1999,17
7429,2001,147
7434,1989,1
7437,2013,70
7441,1999,37
7445,1994,16
7447,2000,18
7448,2010,4
7449,2011,41
7451,2015,277
7452,2015,29
7454,2013,3
7455,1993,183
7456,1972,41
7457,2001,50
7458,1987,2
7462,2005,44
7463,2005,59
7464,2017,74
7465,1985,6
7466,1992,83
7467,2012,1
7468,2000,70
7469,1986,1
7470,2017,2
7473,2004,262
7475,2006,7
7476,2011,108
7477,2012,2
7479,2013,263
7484,2007,94
7486,1994,20
7489,2008,15
7493,2016,189
7496,2003,46
7499,2009,201
7500,1978,603
7501,2014,3
7502,1991,526
7503,1996,33
7504,2000,41
7505,2015,512
7507,1976,17
7509,1974,46
7510,2004,736
7513,2011,1133
7514,1991,1
7515,2016,459
7519,2016,13
7520,2014,3
7523,2014,28
7525,2011,7
7527,2012,1
7534,1956,1
7536,1994,28
7537,2000,50
7541,1970,43
7543,2006,824
7545,2004,180
7547,1980,32
7548,1980,95
7550,2011,2
7551,2008,59
7552,1987,106
7553,1996,34
7554,1996,260
7555,1999,17
7557,1977,624
7558,2002,50
7563,2006,42
7566,2007,29
7568,1989,10
7569,2008,276
7573,2014,72
7577,2013,3
7579,2013,59
7581,2014,77
7582,2012,67
7584,2011,127
7585,2004,176
7587,2005,263
7588,1997,41
7589,1961,8
7590,2016,67
7592,2016,187
7594,1994,872
7595,2010,136
7597,2014,85
7598,1999,390
7599,1978,1
7602,1999,15
7603,2011,60
7604,2013,1
7608,2015,694
7609,2012,35
7610,2015,434
7612,2008,29
7613,2001,8
7615,2016,2
7619,2000,148
7620,1998,133
7621,2015,105
7622,2006,2
7623,1974,95
7624,1981,2
7626,2008,1
7627,1968,74
7629,1993,37
7631,2012,9
7635,1971,307
7636,2001,166
7637,2007,409
7638,2012,49
7640,2009,483
7642,1955,19
7643,1999,60
7644,1979,245
7645,1954,1
7647,2011,89
7648,2014,88
7649,2011,177
7650,2015,66
7651,2007,37
7653,1981,5
7655,1977,51
7656,2016,1238
7658,2006,127
7659,2010,123
7665,2000,24
7666,1985,785
7667,2014,421
7670,2004,1
7671,1978,225
7672,1986,150
7673,1985,20
7676,2016,84
7679,2000,77
7682,2002,56
7683,1995,46
7684,2012,237
7685,2003,154
7687,1987,116
7688,2009,13
7690,2010,548
7692,2012,2
7693,2004,48
7695,1986,62
7697,2014,49
7700,1966,12
7701,1996,53
7705,1957,24
7710,1973,114
7712,2004,114
7713,2005,250
7714,2011,58
7715,1995,1
7716,1995,19
7717,2005,36
7719,2001,252
7726,2013,134
7727,2016,29
7729,2015,530
7730,2017,76
7731,1999,13
7736,1994,41
7740,2010,35
7742,2011,191
7743,1993,1
7746,1991,54
7747,2005,47
7748,2011,1233
7749,2016,211
7750,1980,372
7751,2008,352
7752,2016,121
7754,2014,86
7755,1996,339
7756,1993,219
7757,2008,38
7758,2014,491
7759,2010,3
7760,2015,507
7764,2007,16
7767,2004,5
7769,2015,254
7770,1973,150
7771,2000,38
7773,1993,15
7776,1995,27
7779,1969,28
7780,2000,20
7781,1972,28
7782,1999,75
7788,1999,11
7789,1989,6
7790,2016,41
7791,2016,3981
7792,2015,1
7793,2010,443
7795,2011,112
7796,2011,68
7797,2016,204
7801,2006,692
7803,2007,360
7804,1994,9
7806,2002,327
7807,1971,2
7811,2015,22
7812,1979,109
7813,2000,87
7814,1993,330
7817,1980,39
7819,2016,2
7821,2006,1254
7822,1999,36
7823,2003,59
7827,1991,139
7828,1994,60
7830,2003,464
7831,1973,150
7832,1983,350
7833,2006,97
7835,1991,121
7841,1999,39
7842,2008,44
7843,2001,19
7844,2007,85
7845,1996,275
7847,2010,4900
7848,1986,44
7849,2003,45
7850,2012,217
7853,1997,95
7854,2000,313
7856,2012,51
7858,1999,33
7861,1998,16
7864,2005,56
7865,1973,17
7866,2011,2
7867,2012,32
7869,2016,3974
7873,2011,28
7874,2003,1
7875,2007,55
7876,2001,18
7879,1996,160
7881,2009,241
7883,1988,25
7884,2002,679
7885,1978,277
7886,1987,26
7887,1981,5
7888,2003,43
7891,2015,127
7893,2003,100
7897,1997,249
7899,2003,1002
7901,2003,18
7903,1990,48
7904,1994,13
7906,2010,2045
7908,2014,40
7909,2017,239
7910,1996,8
7913,1999,36
7914,1983,6
7915,2013,126
7916,2016,2
7918,2012,34
7919,1976,194
7920,1985,403
7922,2013,3
7924,1998,101
7925,2011,170
7927,1981,6
7928,2007,369
7930,1998,240
7939,2002,186
7940,2014,57
7941,2015,63
7945,2016,487
7946,2010,4
7947,2001,411
7948,1992,22
7950,2016,76
7951,2012,201
7953,2010,473
7954,2008,216
7956,1978,62
7958,1985,134
7959,1984,162
7960,2011,72
7963,1979,115
7965,2004,9
7968,2016,66
7970,1980,28
7972,2013,801
7973,1977,2
7974,1997,176
7975,2014,135
7977,1981,42
7978,1996,33
7979,2014,2
7981,1977,41
7982,2006,172
7983,1999,17
7984,1990,35
7986,1982,4
7988,2000,100
7991,1995,4
7992,2017,563
7993,2003,13
7994,2014,94
7995,2005,44
7997,2016,26
7998,2016,135
7999,1997,183
8002,1985,34
8003,2007,704
8004,1996,249
8005,1977,460
8006,2015,544
8009,2015,2
8011,1965,38
8017,2011,100
8018,2016,45
8023,1999,8
8027,2001,106
8028,1993,12
8029,2008,134
8030,2013,490
8033,2010,350
8034,1999,397
8035,1998,419
8037,1990,161
8044,2010,51
8045,1997,659
8046,2011,105
8047,2014,271
8051,2008,29
8052,1998,323
8055,2005,103
8058,1991,250
8059,2014,2
8061,2001,37
8062,2004,1000
8063,2003,27
8065,1990,186
8066,1980,75
8067,2016,37
8068,1999,21
8069,2001,103
8070,1987,148
8073,2002,8
8074,2008,364
8075,1971,45
8076,2015,351
8077,2015,187
8080,2015,496
8081,2015,228
8083,2003,1
8086,2006,8
8087,2004,1501
8090,1971,127
8092,2015,105
8094,1996,57
8095,1986,282
8096,2010,153
8098,2012,3
8099,1995,553
8100,1998,64
8103,2016,683
8105,2001,23
8106,1987,24
8107,2005,53
8108,2016,302
8109,2001,17
8111,2011,159
8113,1950,1
8114,2014,40
8115,2014,50
8120,1998,234
8122,2010,675
8125,2014,46
8126,1999,103
8128,1987,15
8129,1993,49
8134,2012,46
8135,2003,13
8137,2002,100
8140,2003,344
8141,2015,45
8142,1985,2
8143,2015,173
8144,1972,87
8145,2015,68
8146,2003,95
8149,2012,65
8150,2008,216
8151,2006,10
8152,2008,2059
8153,1998,45
8156,2014,102
8157,2012,28
8158,1987,8
8160,2003,12
8161,2006,167
8162,1984,899
8164,2015,387
8166,2003,67
8167,2012,62
8169,2016,208
8170,2013,98
8172,1993,26
8174,1969,9
8175,2014,334
8177,2016,20
8179,2010,506
8180,2014,5
8181,2002,19
8182,2009,27
8183,2015,398
8187,2002,34
8188,2008,142
8190,1998,22
8191,1973,19
8194,1993,401
8195,2000,139
8196,1987,30
8201,2003,2127
8203,2014,333
8204,2006,524
8205,2012,44
8206,2004,10
8209,2000,12
8210,2009,44
8211,1976,129
8212,1965,120
8213,1999,16
8214,1999,36
8215,2007,346
8217,2016,102
8218,2012,127
8219,1997,571
8223,2010,8
8227,2010,1
8228,2009,363
8231,2010,301
8232,1989,82
8233,2004,34
8234,1977,1
8235,1986,27
8237,2007,33
8238,2015,26
8246,2012,35
8249,2010,215
8250,1969,10
8251,2015,90
8252,1989,30
8255,2007,126
8256,1996,12
8257,2016,366
8258,1987,16
8259,2016,341
8261,2016,156
8262,2015,222
8263,2015,2
8265,2011,2
8267,2000,25
8268,2012,328
8269,2000,111
8273,2000,19
8275,2013,20
8276,1995,389
8277,2000,25
8278,2014,374
8279,2014,38
8280,2014,534
8281,2000,400
8283,2007,340
8284,2005,60
8288,2014,2
8289,1994,199
8290,2008,40
8291,2010,657
8292,2009,208
8293,1994,154
8295,2012,3
8296,1982,70
8297,1998,109
8298,2003,716
8299,1994,425
8300,1971,91
8302,2012,295
8306,2007,211
8307,2005,30
8309,2014,68
8310,1995,99
8311,1983,418
8312,2003,1
8314,2016,86
8318,1987,63
8319,2004,3
8320,1987,6
8321,2012,280
8322,1998,104
8323,2012,40
8324,1998,294
8325,2015,70
8331,2004,1
8332,2004,805
8335,2008,564
8337,1978,2
8338,2002,25
8339,1997,66
8340,2007,603
8341,2014,282
8342,2016,71
8343,2003,222
8344,2004,43
8345,2016,84
8346,2014,961
8347,1979,162
8348,2007,233
8353,1977,8
8354,2008,486
8355,1992,3
8357,2013,85
8358,2015,13
8360,1998,357
8362,2007,207
8364,1955,3
8365,2005,53
8369,1991,80
8371,2002,10
8372,1977,4
8373,2001,9
8374,2012,226
8376,1977,39
8379,2013,238
8381,2006,22
8384,2001,34
8389,1986,59
8390,1973,338
8391,1979,249
8392,2009,44
8393,2005,117
8395,1998,54
8397,2013,772
8399,2011,377
8402,2016,349
8403,2010,8
8404,1968,145
8406,2001,409
8408,2001,1
8409,2010,143
8410,2017,2
8411,1998,49
8412,2015,239
8413,2012,1321
8414,2004,1054
8415,1989,16
8416,1993,20
8417,1983,37
8418,1988,111
8427,1984,61
8428,2002,100
8429,1980,13
8431,2016,230
8433,1996,10
8435,2016,745
8438,2015,3058
8441,2007,1827
8442,2011,463
8443,2016,72
8445,1957,3
8447,2004,984
8451,2010,13
8454,2006,1900
8457,1981,37
8458,2013,118
8459,1993,2
8461,2016,4747
8462,1977,8
8463,1993,240
8465,2005,1
8470,2009,390
8472,2000,142
8473,1986,50
8475,1966,6
8476,1992,16
8478,2003,103
8481,2016,361
8482,2015,100
8483,1986,387
8484,1970,120
8485,1991,32
8486,1998,74
8487,2011,19
8488,2014,20
8489,1992,2
8490,2006,593
8492,2007,79
8493,1980,42
8494,2014,43
8495,2009,1
8496,1993,99
8498,1996,16
8499,2006,392
8500,2009,165
8502,1998,462
8504,1995,1080
8505,2005,538
8506,2002,2
8507,2014,73
8508,2012,2
8509,1982,148
8511,2012,2
8512,2015,47
8513,2004,48
8517,1998,265
8518,2016,24
8519,2004,41
8520,1986,25
8521,2007,604
8524,2014,66
8525,2001,24
8527,2016,13
8528,2015,165
8531,1996,404
8532,1971,47
8534,1955,6
8535,1996,23
8536,2006,1082
8540,2010,154
8543,2011,1
8544,1987,10
8545,1997,31
8546,1996,60
8547,1995,240
8550,2014,12
8551,2014,64
8555,1999,33
8556,2010,1192
8557,1997,127
8559,2014,49
8560,1998,95
8561,1983,443
8562,2006,46
8565,2013,55
8566,1997,351
8569,2009,67
8570,1999,28
8572,2014,65
8576,1999,641
8584,2003,2
8586,2002,2
8588,2012,245
8591,2006,147
8594,1958,5
8595,2014,2
8596,1998,1
8598,2006,104
8600,1984,124
8603,2013,862
8607,1996,29
8609,2002,113
8613,2004,153
8618,2005,4
8620,1994,20
8622,1966,23
8626,1978,142
8627,2015,452
8628,2009,169
8632,2005,244
8633,1996,14
8634,1999,206
8635,2003,72
8637,1991,36
8638,1966,20
8639,2005,279
8640,2010,15
8641,1996,52
8642,1998,462
8643,1991,117
8644,2011,2
8648,2011,125
8650,2013,161
8652,2012,91
8654,2012,46
8655,1990,26
8656,2006,79
8657,2000,32
8660,2013,21
8666,2015,510
8667,1995,334
8668,2003,48
8669,2014,117
8670,2013,108
8671,2002,24
8672,2000,117
8673,2007,16
8674,2003,158
8676,2001,8
8677,1989,167
8679,2011,4
8681,1994,12
8682,1968,24
8683,2014,2540
8685,1981,2
8686,2004,5
8690,2008,240
8691,2015,4
8692,2003,100
8693,2010,170
8694,1979,172
8695,2011,85
8697,2012,668
8700,1980,582
8702,1998,150
8703,2014,97
8704,2009,50
8705,2013,2
8706,1995,2
8707,2008,21
8709,1996,22
8717,2002,2
8718,2016,24
8719,1992,453
8720,2010,71
8723,2016,27
8724,2013,122
8725,2015,276
8726,2005,28
8727,2009,48
8728,2002,84
8729,2002,27
8730,2007,63
8731,2014,6
8735,2003,115
8736,2002,8
8737,2003,204
8740,1992,30
8741,2012,58
8742,1970,109
8745,1982,230
8748,1982,3
8750,1998,950
8752,1999,208
8753,1989,1
8755,1990,117
8756,1973,37
8757,2013,1
8758,2015,1236
8760,2005,227
8761,2001,132
8764,2014,176
8765,1985,1
8772,2012,427
8773,2013,102
8774,2016,791
8776,1990,72
8777,2002,20
8779,2015,44
8784,1979,64
8785,2003,119
8786,2015,48
8787,1987,2
8789,1976,44
8790,2009,39
8793,2000,79
8794,1979,23
8795,2015,450
8798,2010,26
8799,2017,106
8801,2009,997
8803,1983,22
8805,1987,62
8806,2012,3
8812,1981,395
8813,1971,53
8815,1986,609
8817,2012,288
8818,1977,40
8819,1977,86
8820,2011,229
8822,2014,45
8824,2011,3
8826,2004,47
8828,2009,94
8833,2014,67
8835,2013,1163
8836,2016,28
8838,1993,399
8840,1973,26
8841,2003,96
8842,2007,679
8844,1988,94
8847,2012,3
8851,2006,25
8852,2002,15
8853,2014,686
8854,2012,18
8855,2004,615
8857,2014,193
8858,2002,41
8860,2013,4
8862,2013,328
8863,2003,52
8865,1987,2
8867,2009,386
8868,2012,4
8869,2013,457
8870,1976,280
8871,2006,8
8873,1985,293
8876,2003,29
8878,1997,9
8879,1969,167
8880,2015,1
8881,2016,44
8882,1999,48
8883,2002,7
8884,2003,350
8887,2014,9
8890,2016,268
8891,1972,145
8892,2011,3
8893,2015,579
8894,2005,500
8895,2012,1
8897,1997,275
8898,2010,393
8901,2012,1
8902,2015,264
8903,2015,111
8905,1985,569
8907,2015,1326
8910,2012,26
8911,2005,36
8913,2016,255
8914,2012,507
8918,1981,138
8920,1969,1
8925,2016,28
8927,2013,230
8929,2013,38
8930,1999,343
8931,2015,102
8932,1998,1
8933,1980,8
8935,1982,62
8936,1995,173
8937,2004,206
8938,2011,660
8939,2016,13
8941,2003,68
8942,2003,45
8945,2014,2
8946,2016,685
8948,2006,1360
8949,2013,766
8951,1984,103
8953,1998,41
8955,2009,1
8956,2013,272
8957,1999,73
8958,2011,1299
8962,2011,663
8964,2015,54
8966,2013,150
8967,2015,244
8969,2001,449
8971,2009,122
8972,2014,525
8974,2007,42
8975,2004,26
8976,1998,1
8980,2005,2
8982,2012,77
8985,2015,23
8986,2011,1256
8987,2009,1745
8990,1983,41
8991,2017,3
8992,2016,317
8997,2006,29
8998,2016,20
8999,1995,28
9001,2004,880
9002,2015,89
9003,2005,45
9004,1995,89
9005,2008,30
9007,2002,71
9009,2015,13
9010,1991,17
9011,2016,376
9012,2010,2
9013,2015,4
9014,2011,7
9016,2016,6
9017,2012,17
9018,1996,15
9020,2014,82
9021,2015,2833
9025,1977,210
9028,2002,41
9030,1980,138
9031,1998,40
9032,2001,21
9035,2004,200
9036,2008,1
9037,2003,100
9038,2012,5
9039,2012,11
9042,2012,172
9045,1989,140
9047,2016,87
9048,2011,89
9049,2002,38
9050,2006,321
9051,2009,33
9052,2011,35
9053,2010,12
9054,1997,138
9055,2009,476
9056,2011,2
9057,1982,8
9062,1988,72
9063,2006,26
9064,1992,4
9065,2011,2283
9066,2014,38
9068,2002,90
9069,1957,5
9071,2012,255
9072,2012,55
9073,2013,9
9074,1973,234
9075,2005,1
9076,1990,416
9077,2003,82
9080,2006,190
9085,1987,210
9086,2006,31
9088,1995,7
9089,2012,30
9091,2016,2
9092,2015,74
9093,2011,52
9095,2014,42
9098,1976,25
9101,1990,245
9103,2009,365
9104,2001,24
9105,2001,331
9106,2007,562
9107,1972,251
9112,2016,49
9113,2015,44
9114,2010,262
9115,2013,247
9116,1956,69
9119,1990,789
9120,1981,41
9121,2013,40
9122,2014,2
9125,1996,1
9127,2002,15
9128,2005,33
9129,2015,49
9130,2005,483
9131,2015,250
9133,2014,122
9136,1974,64
9138,1994,100
9139,2003,3
9141,1997,447
9144,2004,1
9145,2002,10
9146,2015,4
9148,2007,487
9157,2000,100
9159,2009,1
9164,2012,16
9165,1994,661
9166,2006,705
9167,2013,5
9168,2014,42
9169,2002,2
9170,1966,21
9172,2006,725
9173,2014,4
9174,2016,1
9177,2015,30
9181,2001,1
9183,2009,65
9185,1998,15
9187,2002,32
9188,1989,14
9190,1966,44
9193,1987,21
9194,2012,3
9195,2011,2
9196,2008,472
9198,2015,72
9200,2000,977
9204,2008,66
9205,1978,51
9206,1989,196
9207,2000,35
9211,2000,304
9212,1987,330
9213,2014,844
9216,2012,3
9217,1966,14
9221,2014,252
9222,1969,21
9224,2008,20
9225,2012,82
9227,1996,23
9228,1999,21
9230,2012,399
9232,2006,68
9233,2001,168
9234,2001,97
9235,1995,19
9236,2014,333
9237,2005,105
9239,2003,30
9240,1998,17
9241,2005,67
9243,2013,180
9244,2014,3
9245,1997,156
9246,2017,183
9247,2009,65
9248,2014,305
9249,2006,350
9251,1987,353
9252,2015,10
9254,2015,63
9255,2000,50
9259,1989,16
9260,1985,31
9261,2015,3
9263,2001,166
9264,1989,17
9265,1988,26
9267,2009,235
9268,2016,74
9269,2009,2
9271,2012,1
9273,2011,172
9274,2007,12
9275,2016,915
9276,2012,429
9279,2015,70
9280,1996,52
9287,1999,16
9288,2009,151
9289,2005,1201
9290,2008,83
9291,1994,95
9293,2009,19
9294,2015,305
9295,2009,265
9297,2011,1
9299,2010,1080
9301,2014,273
9302,2004,32
9304,2013,564
9305,1986,15
9306,2015,93
9307,2014,59
9310,2012,1
9311,2005,50
9312,2016,69
9313,2016,658
9315,1990,62
9317,2013,34
9320,1987,33
9321,1971,126
9323,2017,2
9326,2010,429
9327,1984,11
9328,1986,260
9331,2009,55
9334,2015,163
9336,2013,2
9338,2001,33
9340,1995,142
9341,2017,163
9342,2008,268
9343,2012,87
9344,1998,70
9345,2008,38
9346,2012,373
9348,1997,7
9349,1975,65
9350,2011,2115
9351,2003,45
9354,1996,647
9355,1958,4
9357,1987,18
9358,2002,178
9360,1987,9
9364,2016,73
9366,2003,83
9369,1995,858
9372,1987,114
9377,1980,110
9379,2002,27
9380,2000,33
9381,2004,1
9382,1998,18
9383,2009,414
9384,2011,411
9389,2009,59
9390,2013,1261
9394,1995,29
9395,2017,748
9396,1984,1
9398,2011,359
9400,1977,508
9401,2016,2
9402,2013,368
9403,2010,187
9404,1992,125
9405,2010,68
9408,2010,88
9410,1998,75
9414,2016,2558
9415,1999,109
9417,1977,364
9418,2005,13
9419,2003,206
9422,2005,128
9424,2008,650
9425,1980,38
9429,1995,412
9431,1981,30
9432,2006,157
9433,2003,117
9434,1991,236
9435,2013,333
9438,1999,21
9440,1994,15
9442,1988,136
9444,2003,187
9447,1985,18
9450,2012,63
9452,2004,13
9453,1998,15
9454,2011,413
9456,2002,117
9457,1988,86
9461,2015,341
9462,1958,45
9465,2010,57
9466,2015,56
9467,2003,462
9468,2012,73
9470,1996,74
9471,2003,1
9476,2005,800
9477,1994,13
9478,2017,138
9479,2000,39
9481,2008,389
9482,2016,70
9484,1996,3
9487,2012,194
9488,1995,98
9491,2013,694
9492,2005,212
9493,2003,221
9495,1998,184
9496,2002,100
9497,1984,1
9499,1999,309
9503,1990,166
9504,2003,8
9505,1964,171
9506,1962,755
9508,2001,16
9509,1976,65
9511,2000,17
9512,1998,303
9513,1977,1
9514,2009,16
9515,2005,245
9516,2012,275
9517,1974,48
9518,1987,42
9519,2010,1209
9521,2010,59
9522,2016,1
9526,2013,71
9528,1997,59
9529,2017,159
9532,2014,135
9533,2015,24
9538,1966,27
9541,1998,2
9544,1995,218
9547,2002,164
9551,1998,12
9552,2013,4
9554,2003,637
9555,1999,134
9556,2007,33
9557,2008,16
9558,2004,670
9559,2000,609
9562,1966,12
9565,1997,26
9567,2001,28
9569,2006,110
9570,2012,55
9572,2012,50
9573,2012,24
9575,1980,253
9576,2016,513
9577,2002,165
9579,1972,93
9581,2005,30
9582,2001,106
9584,2016,29
9586,2004,198
9588,1994,28
9590,2015,62
9591,1989,4
9593,2013,184
9595,1969,8
9596,1969,50
9597,2014,27
9598,1993,19
9599,2008,178
9600,2010,142
9601,2000,50
9605,2005,1019
9606,2002,100
9607,1999,200
9608,1991,140
9611,1999,21
9612,2005,80
9614,2012,239
9615,2013,6
9616,2014,908
9617,2003,26
9621,1986,85
9622,1998,10
9623,2014,276
9625,1999,18
9627,1980,413
9629,2016,42
9631,2015,1059
9633,2012,30
9636,2009,249
9638,1996,9
9639,2014,4
9642,2007,699
9644,1975,94
9646,1987,2
9647,2012,1
9648,1987,8
9649,2015,70
9651,2014,127
9652,1969,132
9653,2010,567
9655,2014,30
9658,1970,22
9660,2015,104
9662,1997,122
9664,2009,66
9670,1982,75
9671,1989,244
9675,2010,15
9677,2012,107
9679,1979,178
9680,2007,163
9681,2008,116
9682,1999,582
9685,2004,53
9686,1997,37
9687,1999,19
9688,1980,2
9689,2004,30
9690,2009,210
9692,1964,5
9693,2015,76
9694,1994,11
9695,2007,1
9696,2012,62
9698,1995,20
9699,2010,159
9701,2012,1
9702,2006,296
9703,1961,760
9704,2005,40
9705,2011,60
9707,2009,150
9712,2013,26
9714,2008,132
9715,2014,886
9718,2015,511
9720,2015,64
9722,1989,21
9723,1997,130
9724,2010,18
9726,1990,1
9727,2016,113
9729,1957,1
9731,1993,194
9732,2016,1
9733,2013,118
9734,1998,175
9735,2006,13
9736,2015,42
9743,2009,139
9744,2013,472
9745,2000,201
9749,2005,1
9754,1998,477
9756,1989,679
9757,1995,44
9759,2003,113
9760,2000,40
9766,1990,187
9767,2016,69
9768,2012,6
9770,1977,211
9771,2007,60
9772,1987,278
9774,1978,64
9775,2003,3
9776,2013,1
9778,2002,43
9779,1993,141
9784,2008,48
9787,1997,21
9789,2002,1
9790,2015,36
9791,1977,5
9792,2010,216
9793,2014,385
9794,1984,152
9795,1985,27
9796,1998,231
9797,2002,87
9798,2011,152
9799,1984,182
9800,2016,54
9806,2002,442
9809,2000,336
9813,2011,3
9814,2009,808
9816,1983,4
9817,1992,1
9818,2011,65
9819,2016,111
9820,2009,108
9821,2015,103
9823,2015,13
9824,1981,153
9825,1996,164
9826,1998,381
9828,2010,17
9832,2005,54
9835,1999,93
9836,1990,65
9837,2010,23
9838,2009,1600
9839,1997,16
9840,2013,54
9841,1998,3
9842,1999,62
9843,2013,1
9844,2016,526
9846,2014,416
9847,1985,168
9849,2011,2
9850,2004,177
9851,1977,39
9852,2012,598
9854,2014,53
9857,2012,28
9858,2016,86
9862,2015,112
9864,2016,191
9866,2012,13
9867,2015,102
9868,2015,178
9870,1999,15
9871,2008,542
9872,2000,27
9873,2000,22
9875,2014,178
9876,2015,32
9877,2012,424
9883,2004,880
9885,2003,495
9888,2014,442
9889,1958,5
9892,2004,159
9894,2014,412
9896,2011,196
9898,1980,39
9899,2011,13
9900,2005,293
9901,2005,57
9902,1972,221
9903,2006,28
9904,2008,107
9906,1979,2
9907,1970,1
9909,2004,726
9910,1973,70
9912,1995,131
9913,1983,3
9914,2004,29
9915,1979,173
9916,2014,73
9917,2010,49
9919,1986,10
9920,1993,19
9921,1988,155
9922,1987,2
9924,1968,59
9926,2013,261
9928,2015,151
9930,2010,19
9932,2017,294
9934,1987,6
9935,2010,177
9936,1974,542
9937,2002,41
9938,2014,2
9939,2004,98
9940,2015,598
9941,2009,43
9942,2003,65
9945,2016,66
9946,1967,99
9947,2013,72
9948,1998,28
9950,2004,158
9952,2011,98
9953,2012,431
9954,1994,7
9956,2009,570
9957,1996,49
9958,2003,104
9959,1979,86
9961,2008,378
9963,2005,55
9964,2005,72
9965,2002,60
9967,2015,12
9969,2010,76
9970,1987,34
9971,2015,2461
9973,2015,88
9974,1972,1
9975,2007,155
9978,1969,47
9981,1995,204
9982,1999,42
9985,1989,40
9986,2001,241
9987,1966,52
9988,2016,2
9989,2000,20
9990,2006,997
9992,2014,14
9993,2011,3
9995,2000,707
9996,1995,37
9999,1999,63
10000,2017,204
10001,2015,4
10002,1998,13
10004,1972,163
10005,2011,32
10006,2014,59
10008,2016,316
10010,1999,33
10011,1991,25
10015,1955,40
10016,1972,260
10018,1987,5
10021,1991,200
10022,1995,94
10024,2007,227
10025,2013,1
10026,1995,269
10027,2004,157
10029,2000,25
10031,2007,81
10032,2015,1
10034,1991,23
10036,1985,2
10037,2007,36
10038,2016,770
10039,2015,25
10041,1976,31
10042,1986,39
10047,2016,96
10048,2012,352
10050,2002,26
10054,2000,12
10055,2008,67
10056,2007,105
10059,2014,42
10060,1998,388
10062,2011,269
10063,2002,63
10064,2004,42
10067,1992,2
10069,2015,97
10071,2004,46
10072,2012,20
10073,2010,567
10074,2008,1
10075,2000,18
10078,1998,355
10079,2010,78
10080,2001,25
10081,2008,55
10082,2005,88
10083,2008,516
10084,1996,57
10085,1992,301
10088,2002,51
10092,2000,18
10094,2012,136
10096,1988,29
10097,1994,2
10098,1986,46
10100,1993,30
10101,2012,238
10104,2012,34
10107,2000,25
10109,2005,634
10110,1998,95
10114,2005,1500
10115,1999,13
10116,1999,131
10117,1993,216
10119,1958,5
10121,1999,396
10122,2006,112
10123,2009,462
10124,2008,2
10125,2000,50
10127,2015,289
10128,2015,56
10129,2002,378
10131,2001,16
10132,1991,8
10133,2002,203
10136,2014,20
10137,1958,6
10139,2017,2
10141,2016,94
10143,2012,205
10145,1997,400
10146,2015,202
10147,1987,32
10149,2003,48
10150,2014,61
10151,1999,62
10152,2016,69
10153,2013,287
10154,2012,24
10155,2013,31
10157,2002,207
10160,2015,64
10161,2013,159
10162,2002,30
10163,2006,42
10165,2003,270
10166,2013,49
10168,1991,2
10170,2013,223
10172,2017,237
10173,2000,44
10174,2009,40
10175,1998,20
10176,2016,1
10177,2005,210
10178,2007,168
10179,2015,729
10182,2015,159
10183,1986,239
10184,2012,37
10187,2016,47
10190,2007,18
10191,1987,204
10192,2015,108
10195,1985,131
10199,2016,67
10200,2016,559
10201,2011,56
10202,2015,451
10203,2000,25
10206,2002,66
10207,1997,18
10208,2008,402
10209,2008,80
10213,2015,173
10214,1977,2
10215,2016,2
