year,set_num,id,version
2011,66406-1,21430,1
2011,66407-1,21431,1
2012,66409-1,14568,1
1977,664-1,13146,1
2012,66410-1,3691,1
1987,6641-1,12261,1
2012,66411-1,9283,1
2012,66412-1,10180,1
2012,66414-1,4739,1
1988,6642-1,2887,1
2012,66426-1,2643,1
2012,66427-1,6530,1
2012,66428-1,14011,1
2012,66429-1,25702,1
2012,66430-1,26238,1
1988,6643-1,9062,1
2012,66431-1,14248,1
2012,66432-1,889,1
2012,66433-1,8585,1
2012,66434-1,7745,1
2012,66435-1,7348,1
2012,66436-1,1649,1
2012,66437-1,14152,1
1990,6644-1,8776,1
2012,66444-1,614,1
2013,66448-1,9329,1
2013,66449-1,3941,1
2013,66450-1,8491,1
1991,6645-1,12160,1
2012,66451-1,6066,1
2012,66452-1,9691,1
2013,66453-1,21399,1
2013,66454-1,26306,1
2013,66455-1,21401,1
2013,66456-1,21402,1
1991,6646-1,1214,1
1980,6647-1,932,1
2014,66471-1,21403,1
2013,66473-1,21404,1
2013,66474-1,21405,1
2013,66475-1,21406,1
2014,66476-1,21396,1
2014,66478-1,21397,1
2014,66479-1,12813,1
1992,6648-1,13676,1
2013,66481-1,21407,1
1980,6648-2,9425,1
2013,66482-1,21408,1
2013,66483-1,21409,1
2013,66484-1,21410,1
2013,66485-1,21411,1
2013,66488-1,21412,1
1995,6649-1,2162,1
2014,66491-1,7805,1
2014,66492-1,2725,1
2014,66493-1,11759,1
2015,66494-1,21323,1
2014,66495-1,4941,1
2013,66497-1,21413,1
2013,66498-1,21414,1
2013,66499-1,21415,1
2013,66500-1,21416,1
1981,6650-1,7977,1
1982,6651-1,5125,1
2014,66512-1,39,1
2014,66514-1,12222,1
2014,66515-1,12748,1
1983,6652-1,14265,1
2015,66521-1,21162,1
2015,66522-1,21163,1
2015,66523-1,28639,1
2015,66524-1,21324,1
2015,66525-1,21393,1
2015,66526-1,21175,1
1982,6653-1,3508,1
2015,66533-1,21394,1
2015,66534-1,21395,1
2015,66535-1,28642,1
2015,66536-1,28643,1
2016,66537-1,21164,1
2016,66538-1,26853,1
2016,66539-1,21170,1
2016,66540-1,21171,1
1983,6654-1,5372,1
2016,66541-1,21173,1
2016,66542-1,21174,1
2016,66543-1,46714,1
2016,66545-1,89348,1
2017,66546-1,21129,1
2016,66547-1,89350,1
2016,66548-1,89353,1
2016,66549-1,89355,1
2017,66550-1,20976,1
1984,6655-1,4270,1
2017,66554-1,23385,1
2017,66555-1,21131,1
2017,66556-1,21161,1
2017,66558-1,20344,1
2017,66559-1,21160,1
1985,6656-1,12086,1
1985,6657-1,2779,1
2017,66580-1,89085,1
1986,6658-1,10355,1
2018,66583-1,73586,1
2019,66584-1,34449,1
2018,66586-1,43840,1
2019,66587-1,34450,1
1986,6659-1,2326,1
2018,66591-1,73585,1
2018,66593-1,36618,1
2018,66596-1,30561,1
2018,66597-1,30949,1
1989,6660-1,11671,1
1989,6661-1,1580,1
2019,66614-1,42816,1
2019,66615-1,87445,1
2019,66619-1,42831,1
2019,66620-1,42832,1
1992,6662-1,7466,1
1993,6663-1,14467,1
2020,66635-1,72217,1
2020,66636-1,82965,1
2020,66637-1,87120,1
2020,66640-1,77814,1
1993,6664-1,3498,1
2020,66642-1,77818,1
2020,66643-1,76670,1
2020,66645-1,77815,1
2020,66646-1,77816,1
2020,66647-1,77817,1
2020,66648-1,75298,1
2020,66649-1,75297,1
2020,66650-1,75294,1
1994,6665-1,12054,1
2020,66651-1,75295,1
2021,66657-1,85961,1
1994,6666-1,6395,1
2021,66662-1,90226,1
2021,66664-1,97110,1
2021,66665-1,97109,1
2021,66666-1,103357,1
2021,66667-1,98503,1
1993,6667-1,14017,1
2021,66671-1,108253,1
2021,66673-1,115094,1
2021,66674-1,115097,1
2021,66677-1,112905,1
2021,66678-1,110758,1
1992,6668-1,13190,1
2021,66682-1,118696,1
2021,66683-1,118699,1
2021,66684-1,115095,1
1991,6669-1,3321,1
1993,6670-1,11438,1
1989,6671-1,5795,1
1990,6672-1,9315,1
1990,6673-1,6934,1
1988,6674-1,8844,1
1988,6675-1,12377,1
1986,6676-1,12194,1
1986,6677-1,14977,1
1986,6677-1,23411,2
1980,6678-1,411,1
1991,6679-1,13748,1
1980,6679-2,8066,1
1981,6680-1,11676,1
1981,6681-1,13578,1
1981,6681-1,50169,2
1985,6682-1,6680,1
1985,6682-1,28038,2
1983,6683-1,12975,1
1984,6684-1,16036,1
1982,6685-1,385,1
1984,6686-1,2566,1
1987,6687-1,304,1
1985,6688-1,15602,1
1985,6689-1,15791,1
1980,6690-1,7548,1
1981,6691-1,7195,1
1983,6692-1,13611,1
1987,6693-1,7552,1
1984,6694-1,1549,1
1984,6695-1,238,1
1984,6696-1,8951,1
1985,6697-1,5258,1
1985,6697-1,24364,2
1986,6698-1,15326,1
1986,6698-1,30936,2
1987,6699-1,6173,1
1978,670-1,7041,1
1983,6701-1,7914,1
1986,6702-1,2706,1
1988,6703-1,13962,1
1991,6704-1,13232,1
1994,6705-1,8681,1
1997,6706-1,3693,1
2000,6707-1,13167,1
1997,6709-1,3105,1
2004,670F-1,8206,1
1991,6710-1,10168,1
1978,671-1,3262,1
1983,6711-1,55,1
1996,6712-1,4902,1
2000,6713-1,4887,1
2000,6714-1,12124,1
1996,6716-1,8546,1
1996,6716-1,71503,2
1997,6718-1,814,1
2001,6719-1,5032,1
2004,671F-1,9452,1
2001,6720-1,15851,1
1978,672-1,7956,1
2001,6721-1,2580,1
2001,6722-1,7843,1
2008,67221-1,93471,1
2008,67234-1,93473,1
1978,673-1,11121,1
2002,6731-1,587,1
2002,6732-1,3742,1
2002,6733-1,14724,1
2002,6734-1,373,1
2002,6735-1,14845,1
2002,6736-1,15186,1
2002,6737-1,731,1
2002,6738-1,7234,1
2002,6739-1,3522,1
2004,673F-1,7220,1
2002,6740-1,2331,1
1978,674-1,9205,1
2009,6741-1,5841,1
2009,6742-1,8569,1
2009,6742-1,29360,2
2009,6743-1,15169,1
2009,6745-1,166,1
1997,6746-1,881,1
2009,6747-1,13628,1
1997,6748-1,2266,1
1986,6750-1,624,1
1979,675-1,12841,1
2009,6751-1,16213,1
2009,6752-1,4477,1
2009,6753-1,5848,1
2009,6754-1,8801,1
1996,6755-1,9825,1
2012,6758-1,389,1
2012,6759-1,14398,1
2012,6760-1,9866,1
1996,6761-1,4487,1
2002,6762-1,16287,1
2002,6763-1,1120,1
2002,6764-1,9577,1
1996,6765-1,12299,1
1997,6766-1,2825,1
1996,6769-1,9354,1
1988,6770-1,8418,1
1979,677-1,10748,1
2001,6771-1,997,1
2001,6772-1,6148,1
2001,6773-1,12471,1
2001,6774-1,11695,1
2001,6775-1,10716,1
2001,6775-1,32824,2
2001,6776-1,1090,1
1986,6780-1,2150,1
1989,6781-1,5893,1
1986,6783-1,10675,1
2012,6784-1,14798,1
2012,6785-1,14038,1
1997,6790-1,5393,1
1997,6791-1,9839,1
1997,6799-1,9528,1
1997,6800-1,16341,1
1971,680-1,11907,1
1981,6801-1,13181,1
1986,6802-1,13818,1
1983,6803-1,3239,1
1984,6804-1,3310,1
1985,6805-1,11068,1
1985,6806-1,15350,1
1985,6807-1,12455,1
1987,6808-1,2778,1
1987,6809-1,1922,1
1989,6810-1,2759,1
1971,681-1,15583,1
1990,6811-1,1437,1
1991,6812-1,9010,1
1991,6812-1,38835,2
1993,6813-1,12356,1
1993,6814-1,9598,1
1996,6815-1,3098,1
1997,6816-1,14965,1
1998,6817-1,9948,1
1997,6818-1,13187,1
1986,6820-1,3606,1
1971,682-1,12238,1
1980,6821-1,14415,1
1981,6822-1,9431,1
1983,6823-1,8803,1
1984,6824-1,2209,1
1985,6825-1,303,1
1985,6826-1,5027,1
1987,6827-1,8196,1
1988,6828-1,14111,1
1997,6829-1,3414,1
1988,6830-1,10096,1
1971,683-1,3962,1
1989,6831-1,8252,1
1991,6832-1,3727,1
1991,6832-1,38840,2
1990,6833-1,15639,1
1990,6833-1,20008,2
1993,6834-1,4422,1
1994,6835-1,14899,1
1997,6836-1,12523,1
1998,6837-1,1013,1
1972,684-1,12143,1
1980,6841-1,7817,1
1981,6842-1,9120,1
1983,6844-1,8990,1
1986,6845-1,10098,1
1984,6846-1,10980,1
1984,6846-1,118015,2
1985,6847-1,3045,1
1988,6848-1,6292,1
1985,6848-2,5472,1
1987,6849-1,9518,1
1989,6850-1,5210,1
1972,685-1,488,1
1991,6851-1,11644,1
1991,6851-1,24815,2
1991,6851-1,38841,3
1972,685-2,7085,1
1993,6852-1,6884,1
1993,6852-1,90300,2
1996,6854-1,9957,1
1996,6856-1,9470,1
2012,6857-1,9346,1
2012,6858-1,8652,1
2012,6860-1,577,1
1973,686-1,9910,1
1980,6861-1,6636,1
1993,6861-2,15147,1
1993,6861-2,38839,2
1991,6862-1,11516,1
2012,6862-2,7951,1
2012,6863-1,10339,1
2012,6864-1,4116,1
2012,6865-1,3069,1
2012,6866-1,12750,1
2012,6866-1,47990,2
2012,6867-1,7050,1
2012,6868-1,6901,1
2012,6869-1,1930,1
1981,6870-1,13345,1
1973,687-1,14077,1
1984,6871-1,14291,1
1985,6872-1,15703,1
1985,6872-1,89840,2
2012,6873-1,9516,1
1986,6874-1,13122,1
1988,6875-1,11441,1
1988,6876-1,11950,1
1988,6876-1,30944,2
1990,6877-1,13663,1
1991,6878-1,10484,1
1991,6878-1,38838,2
1993,6879-1,1454,1
1982,6880-1,13767,1
1973,688-1,5493,1
1984,6881-1,3356,1
1984,6881-1,118012,2
1985,6882-1,12120,1
1985,6882-1,118014,2
1987,6883-1,1405,1
1987,6884-1,10480,1
1988,6885-1,14630,1
1989,6886-1,728,1
1991,6887-1,3040,1
1991,6887-1,38830,2
1994,6889-1,5061,1
1982,6890-1,446,1
1982,6890-1,23051,2
1974,689-1,7509,1
1985,6891-1,3416,1
1986,6892-1,10828,1
1987,6893-1,12243,1
1987,6894-1,8070,1
1989,6895-1,808,1
1990,6896-1,4954,1
1992,6897-1,14019,1
1993,6898-1,4652,1
1996,6899-1,4358,1
1997,6900-1,5334,1
1974,690-1,15121,1
1980,6901-1,3999,1
1998,6901-2,9240,1
1998,6902-1,4587,1
1998,6903-1,3967,1
1998,6905-1,8297,1
1998,6907-1,1808,1
1998,6909-1,84,1
2012,6910-1,1969,1
1974,691-1,10305,1
2012,6911-1,1140,1
2012,6912-1,11524,1
2012,6913-1,74,1
2012,6913-1,82798,2
2012,6914-1,9487,1
1997,6915-1,14570,1
2011,6918-1,7476,1
1998,6919-1,14638,1
1975,692-1,1161,1
1988,6921-1,2784,1
1990,6923-1,1387,1
1990,6923-1,38961,2
1988,6925-1,15127,1
1986,6926-1,3647,1
1981,6927-1,12490,1
1984,6928-1,467,1
1981,6929-1,3909,1
1983,6930-1,15981,1
1975,693-1,10408,1
1985,6931-1,1756,1
1985,6931-1,118573,2
1987,6932-1,5922,1
1991,6933-1,10021,1
1991,6933-1,38837,2
2006,6934-1,6674,1
2006,6935-1,15628,1
2007,6936-1,3921,1
2006,6937-1,7622,1
1996,6938-1,14861,1
1994,6939-1,2507,1
1994,6939-1,23891,2
1986,6940-1,2056,1
1986,6940-1,118011,2
1975,694-1,9349,1
1987,6941-1,9772,1
1987,6941-1,20190,2
1999,6942-1,4,1
1999,6943-1,14589,1
2007,6944-1,11424,1
2007,6945-1,2302,1
2007,6946-1,4888,1
1994,6949-1,10569,1
1994,6949-1,25854,2
1982,6950-1,13256,1
1982,6950-1,26118,2
1976,695-1,1997,1
1984,6951-1,10548,1
1985,6952-1,12742,1
1985,6952-1,117687,2
1987,6953-1,13547,1
1987,6954-1,15292,1
1989,6955-1,10584,1
1990,6956-1,1094,1
1992,6957-1,10326,1
1996,6958-1,7554,1
1994,6959-1,15336,1
1994,6959-1,92665,2
1976,696-1,15265,1
2004,6963-1,40,1
2004,6963-2,5399,1
2004,6964-1,10894,1
2004,6964-2,8975,1
2004,6965-1,5881,1
2005,6965-2,2551,1
2005,6966-1,11877,1
2005,6966-2,9704,1
2005,6967-1,12918,1
2005,6967-2,3603,1
2005,6968-1,10687,1
1998,6969-1,436,1
1980,6970-1,9575,1
1980,6970-1,20189,2
1976,697-1,5332,1
1984,6971-1,6953,1
1997,697-2,11192,1
1987,6972-1,3396,1
1993,6973-1,8838,1
1997,6975-1,4952,1
1998,6977-1,12646,1
1997,6979-1,12968,1
1983,6980-1,8311,1
1977,698-1,15479,1
1991,6981-1,63,1
1991,6981-1,38829,2
1996,6982-1,2421,1
1993,6983-1,15708,1
1992,6984-1,3297,1
1986,6985-1,11650,1
1989,6986-1,12670,1
1988,6987-1,1171,1
1988,6987-2,1338,1
1991,6988-1,16309,1
1991,6988-1,38831,2
1990,6989-1,350,1
1988,6990-1,10377,1
1988,6990-1,59515,2
1977,699-1,1194,1
1994,6991-1,3138,1
1997,6999-1,15837,1
2013,70000-1,11632,1
2001,7000-1,14667,1
2013,70001-1,12981,1
1978,7000-2,93449,1
2013,70002-1,8927,1
2013,70003-1,8862,1
2013,70004-1,4639,1
2013,70005-1,412,1
2013,70006-1,11123,1
2013,70007-1,14731,1
2013,70008-1,15086,1
2013,70008-1,27404,2
2013,70009-1,14691,1
1966,700-1,6988,1
1966,700-1,85880,2
1966,700-1,85881,3
1966,700-1,85882,4
1966,700-1,85883,5
1966,700-1,85884,6
2013,70010-1,14332,1
2013,70010-1,82799,2
1949,700.1-1,24213,1
2001,7001-1,8105,1
1950,700.1.1-1,11831,1
1950,700.1.1-1,24230,2
1950,700.1.1-1,24231,3
1950,700.1.1-1,24232,4
1950,700.1.1-1,24233,5
2013,70011-1,14528,1
1953,700.1-2,12985,1
1950,700.1.2-1,11563,1
1950,700.1.2-1,24234,2
1950,700.1.2-1,24235,3
1950,700.1.2-1,24236,4
1950,700.1.2-1,24237,5
1985,70012-1,6403,1
2013,70012-2,2669,1
2013,70013-1,11013,1
1953,700.1.4-1,10410,1
1953,700.1.4-1,85455,2
1953,700.1.4-1,85456,3
1953,700.1.4-1,85457,4
1953,700.1.4-1,85458,5
2013,70014-1,7174,1
1954,700.16-1,14046,1
1954,700.16-1,85473,2
1954,700.16-1,85474,3
1954,700.16-1,85475,4
1954,700.16-1,85476,5
1954,700.20-1,7244,1
1954,700.20-1,85460,2
1954,700.20-1,85461,3
1954,700.20-1,85462,4
1954,700.20-1,85463,5
1949,700.2-1,24212,1
2001,7002-1,14813,1
1957,700.2-2,9154,1
1954,700.24-1,7645,1
1954,700.24-1,85465,2
1954,700.24-1,85466,3
1954,700.24-1,85467,4
1954,700.24-1,85468,5
1954,700.28-1,6944,1
1954,700.28-1,85469,2
1954,700.28-1,85470,3
1954,700.28-1,85471,4
1954,700.28-1,85472,5
1949,700.3-1,24197,1
1949,700.3-1,24214,2
1949,700.3-1,24215,3
2001,7003-1,815,1
1953,700.3.4-1,10226,1
1953,700.3.4-1,85450,2
1953,700.3.4-1,85451,3
1953,700.3.4-1,85452,4
1953,700.3.4-1,85453,5
1957,700.3A-2,14663,1
2007,7009-1,12055,1
1949,700.A-1,12177,1
1949,700.B-1,13744,1
1950,700.B.1-1,4741,1
1950,700.B.1-1,24242,2
1950,700.B.1-1,24243,3
1950,700.B.2-1,537,1
1950,700.B.2-1,24240,2
1950,700.B.2-1,24241,3
1950,700.B.3-1,1991,1
1950,700.B.3-1,24238,2
1950,700.B.3-1,24239,3
1950,700.B.4-1,8113,1
1950,700.B.4-1,24244,2
1950,700.B.4-1,24245,3
1954,700.C-1,694,1
1954,700.C-1,85503,2
1954,700.C-1,85504,3
1954,700.C-1,85505,4
1954,700.C.1-1,3896,1
1954,700.C.1-1,85496,2
1954,700.C.1-1,85497,3
1954,700.C.1-1,85498,4
1954,700.C.2-1,14818,1
1954,700.C.2-1,85490,2
1954,700.C.2-1,85491,3
1954,700.C.2-1,85492,4
1954,700.C.3-1,10823,1
1954,700.C.3-1,85493,2
1954,700.C.3-1,85494,3
1954,700.C.3-1,85495,4
1954,700.C.4-1,3663,1
1954,700.C.4-1,85487,2
1954,700.C.4-1,85488,3
1954,700.C.4-1,85489,4
1954,700.C.5-1,6868,1
1954,700.C.5-1,85484,2
1954,700.C.5-1,85485,3
1954,700.C.5-1,85486,4
1954,700.C.6-1,12758,1
1954,700.C.6-1,85481,2
1954,700.C.6-1,85482,3
1954,700.C.6-1,85483,4
1953,700.F-1,11265,1
1954,700GP5-1,1721,1
1954,700GP6-1,14239,1
1957,700GP6-2,6858,1
1954,700.H-1,15503,1
1954,700.H-1,85477,2
1954,700.H-1,85478,3
1954,700.H-1,85479,4
1954,700.H-1,85480,5
1954,700.H-1,119224,6
1954,700.H-1,119225,7
1954,700.H-1,119226,8
1954,700.H-1,119227,9
1954,700.H-1,119228,10
1960,700K-1,14973,1
1961,700L-1,13168,1
2013,70100-1,4959,1
2013,70101-1,2812,1
2013,70102-1,11417,1
2013,70102-1,114098,2
2013,70103-1,3695,1
2013,70104-1,10903,1
2013,70105-1,2889,1
2013,70106-1,753,1
2013,70107-1,2053,1
2013,70108-1,2147,1
2013,70109-1,14365,1
1984,701-1,2065,1
2013,70110-1,13911,1
2013,70111-1,12963,1
2013,70112-1,16314,1
2013,70113-1,7119,1
2013,70114-1,5907,1
2013,70115-1,9115,1
2014,70123-1,16151,1
2014,70124-1,6883,1
2014,70125-1,13894,1
2014,70125-1,85434,2
2014,70126-1,13441,1
2014,70127-1,14906,1
2014,70128-1,6131,1
2014,70129-1,14677,1
1986,701-3,1887,1
2014,70130-1,4135,1
2014,70131-1,7287,1
2014,70132-1,7153,1
2014,70133-1,5274,1
2014,70134-1,4277,1
2014,70135-1,5083,1
2014,70136-1,15615,1
2014,70137-1,259,1
2014,70138-1,6517,1
2014,70139-1,13055,1
2014,70140-1,567,1
2014,70141-1,5781,1
2014,70142-1,5646,1
2014,70143-1,16257,1
2014,70144-1,7308,1
2014,70145-1,14949,1
2014,70146-1,15363,1
2014,70147-1,3341,1
2014,70149-1,13061,1
2014,70150-1,11120,1
2005,7015-1,5680,1
2014,70151-1,7573,1
2014,70155-1,8833,1
2014,70156-1,1548,1
2014,70160-1,7597,1
2005,7016-1,4913,1
2014,70161-1,6569,1
2014,70162-1,4551,1
2014,70163-1,14704,1
2014,70164-1,5252,1
2014,70165-1,11202,1
2015,70166-1,14956,1
2015,70167-1,6958,1
2015,70168-1,11873,1
2015,70169-1,2704,1
2015,70170-1,1105,1
2005,7017-1,5766,1
2015,70171-1,7216,1
2015,70172-1,8627,1
2015,70173-1,11859,1
2005,7018-1,14619,1
2005,7019-1,9605,1
2005,7019-1,110964,2
2013,70200-1,10731,1
2006,7020-1,12396,1
2013,70201-1,5167,1
2013,70202-1,3692,1
2013,70203-1,16338,1
2013,70204-1,5107,1
2013,70205-1,7339,1
2014,70206-1,590,1
2014,70207-1,14659,1
2014,70208-1,10006,1
2014,70209-1,199,1
1969,702-1,14182,1
2014,70210-1,10288,1
2006,7021-1,12797,1
2014,70211-1,13527,1
2014,70212-1,8703,1
2015,70220-1,12311,1
2015,70221-1,10327,1
2015,70222-1,2288,1
2015,70223-1,16078,1
2015,70224-1,15389,1
2015,70225-1,4674,1
2015,70226-1,5002,1
2015,70227-1,13374,1
2015,70228-1,1206,1
2015,70229-1,9720,1
1984,702-3,158,1
2015,70230-1,12598,1
2015,70231-1,937,1
2015,70232-1,4867,1
2007,7029-1,15229,1
2003,7030-1,1864,1
1969,703-1,8920,1
2016,70310-1,3771,1
2003,7031-1,4746,1
2016,70311-1,11621,1
2016,70312-1,8431,1
2016,70313-1,11797,1
2016,70314-1,1485,1
2016,70315-1,10668,1
2016,70316-1,8103,1
2016,70317-1,16356,1
2016,70318-1,5037,1
2016,70319-1,622,1
2016,70320-1,10817,1
2003,7032-1,12722,1
2016,70321-1,16132,1
2016,70322-1,4821,1
2016,70323-1,15587,1
2016,70324-1,4017,1
2016,70325-1,14006,1
2016,70326-1,13758,1
2016,70327-1,9011,1
1984,703-3,2166,1
2016,70330-1,14554,1
2003,7033-1,13982,1
2016,70331-1,8217,1
2016,70332-1,13963,1
2016,70333-1,8342,1
2016,70334-1,6708,1
2016,70335-1,4463,1
2016,70336-1,9945,1
2016,70337-1,11506,1
2016,70338-1,12793,1
2016,70339-1,3974,1
2003,7034-1,11132,1
2017,70347-1,17911,1
2017,70348-1,17326,1
2017,70349-1,17912,1
2017,70350-1,17926,1
2003,7035-1,773,1
2017,70351-1,17943,1
2017,70352-1,17978,1
2017,70353-1,19269,1
2017,70354-1,19310,1
2017,70355-1,19311,1
2017,70356-1,19312,1
2017,70357-1,19313,1
2017,70358-1,17951,1
2017,70359-1,17952,1
2008,7036-1,1579,1
2008,7036-1,122344,2
2017,70361-1,19314,1
2017,70362-1,17323,1
2017,70363-1,17202,1
2017,70364-1,17325,1
2017,70365-1,17256,1
2017,70366-1,16745,1
2008,7037-1,15249,1
2017,70372-1,17324,1
2017,70373-1,33986,1
2008,7038-1,12522,1
2013,70400-1,15347,1
2008,7040-1,14912,1
2013,70401-1,740,1
2013,70402-1,3773,1
2013,70403-1,5299,1
2013,70404-1,11481,1
2015,70409-1,11440,1
1969,704-1,13974,1
2015,70410-1,1987,1
2008,7041-1,8354,1
2015,70411-1,3569,1
2015,70411-1,87998,2
2015,70412-1,13976,1
2015,70413-1,11394,1
2019,70418-1,35423,1
2019,70419-1,35424,1
2019,70420-1,35432,1
2004,7042-1,7180,1
2019,70421-1,35425,1
2019,70422-1,36234,1
2019,70423-1,35455,1
2019,70424-1,35433,1
2019,70424-1,76039,2
2019,70425-1,35434,1
2020,70427-1,42278,1
2020,70427-1,50783,2
2020,70428-1,42279,1
2020,70429-1,42280,1
2020,70430-1,42282,1
2004,7043-1,13117,1
2020,70431-1,42283,1
2020,70432-1,42284,1
2020,70433-1,57848,1
2020,70434-1,57852,1
2020,70435-1,57855,1
2020,70436-1,57808,1
2020,70437-1,57860,1
1984,704-4,874,1
2004,7044-1,6391,1
2004,7044-1,38624,2
2003,7045-1,10165,1
2004,7046-1,7473,1
2003,7047-1,4808,1
2008,7048-1,151,1
2011,7049-1,6612,1
2013,70500-1,8170,1
2011,7050-1,4352,1
2013,70501-1,14622,1
2013,70502-1,6268,1
2013,70503-1,15043,1
2013,70504-1,10439,1
2013,70505-1,1881,1
1969,705-1,3798,1
2011,7051-1,12578,1
2011,7052-1,11626,1
1984,705-4,5742,1
2016,70588-1,8402,1
2016,70589-1,4290,1
2016,70590-1,5327,1
2016,70591-1,5850,1
2016,70592-1,3253,1
2016,70593-1,11530,1
2016,70594-1,8774,1
2016,70595-1,14644,1
2016,70596-1,5806,1
2016,70599-1,1809,1
2016,70600-1,434,1
2016,70601-1,13498,1
2016,70602-1,1167,1
2016,70603-1,10577,1
2016,70604-1,12863,1
2016,70605-1,6592,1
2017,70606-1,19571,1
2017,70607-1,19516,1
2017,70608-1,19231,1
2017,70609-1,19517,1
1969,706-1,674,1
2017,70610-1,19567,1
2017,70611-1,19568,1
2017,70612-1,19522,1
2017,70613-1,19578,1
2017,70614-1,19579,1
2017,70615-1,19583,1
2017,70616-1,19584,1
2017,70617-1,19585,1
2017,70618-1,19466,1
2017,70620-1,19403,1
2017,70621-1,17134,1
2017,70622-1,17425,1
2017,70623-1,17424,1
2017,70624-1,17423,1
2017,70625-1,17422,1
2017,70626-1,17421,1
2017,70627-1,17420,1
2017,70628-1,21276,1
2017,70629-1,21277,1
1974,706-3,6816,1
2017,70631-1,21278,1
2017,70632-1,21279,1
2018,70633-1,21248,1
2018,70634-1,21249,1
2018,70635-1,21250,1
2018,70636-1,21251,1
2018,70637-1,21252,1
2018,70638-1,21253,1
2018,70639-1,21254,1
1984,706-4,6041,1
2018,70640-1,21255,1
2018,70641-1,21256,1
2018,70642-1,21257,1
2018,70643-1,21258,1
2018,70644-1,25223,1
2018,70645-1,24665,1
2018,70646-1,24666,1
2018,70647-1,24667,1
2018,70648-1,25224,1
2018,70650-1,24668,1
2011,7065-1,10747,1
2018,70651-1,24669,1
2018,70652-1,24670,1
2018,70653-1,24671,1
2018,70654-1,24672,1
2018,70655-1,24673,1
2017,70656-1,21280,1
2018,70657-1,24374,1
2018,70658-1,24674,1
2019,70659-1,30269,1
2019,70660-1,30270,1
2011,7066-1,5555,1
2019,70661-1,30271,1
2019,70662-1,30272,1
2019,70663-1,30273,1
2019,70664-1,30065,1
2019,70665-1,30059,1
2019,70666-1,30060,1
2019,70667-1,30061,1
2019,70668-1,30062,1
2019,70669-1,30063,1
2019,70670-1,30064,1
2011,7067-1,13858,1
2019,70671-1,34868,1
2019,70672-1,34869,1
2019,70673-1,34870,1
2019,70674-1,34871,1
2019,70675-1,34872,1
2019,70676-1,34873,1
2019,70677-1,34874,1
2019,70678-1,34875,1
2019,70679-1,30274,1
2019,70680-1,30275,1
2019,70681-1,34876,1
2019,70682-1,34877,1
2019,70683-1,34878,1
2019,70684-1,34879,1
2020,70685-1,57887,1
2020,70686-1,57889,1
2020,70687-1,57854,1
2013,70700-1,5307,1
2004,7070-1,14636,1
2013,70701-1,5325,1
2013,70702-1,14031,1
2013,70703-1,11252,1
2013,70704-1,4486,1
2013,70705-1,4274,1
2013,70706-1,11581,1
2013,70707-1,431,1
2013,70708-1,9304,1
2013,70709-1,12724,1
1984,707-1,12352,1
2004,7071-1,11899,1
2014,70720-1,7581,1
2004,7072-1,4749,1
2014,70721-1,6394,1
2014,70722-1,13831,1
2014,70723-1,5684,1
2014,70723-1,85433,2
2014,70724-1,3097,1
2014,70724-1,78709,2
2014,70725-1,6749,1
2014,70726-1,3992,1
2014,70726-1,28665,2
2014,70727-1,9894,1
2014,70727-1,87766,2
2014,70728-1,12361,1
2015,70730-1,14399,1
2004,7073-1,3638,1
2015,70731-1,2913,1
2015,70732-1,10686,1
2015,70733-1,15375,1
2015,70734-1,2112,1
2015,70735-1,15609,1
2015,70736-1,5079,1
2015,70737-1,14579,1
2015,70738-1,14317,1
2015,70739-1,6240,1
2015,70740-1,8779,1
2004,7074-1,12060,1
2015,70741-1,8512,1
2015,70742-1,13724,1
2015,70743-1,12454,1
2015,70744-1,15110,1
2015,70745-1,8262,1
2015,70746-1,12943,1
2015,70747-1,5121,1
2015,70748-1,13332,1
2015,70749-1,7760,1
2015,70750-1,10179,1
2004,7075-1,2356,1
2015,70751-1,12798,1
2004,7075-2,8019,1
2015,70752-1,13118,1
2015,70753-1,9306,1
2015,70754-1,12285,1
2015,70755-1,14903,1
2015,70756-1,3838,1
2015,70778-1,14331,1
2015,70779-1,11533,1
2015,70780-1,12389,1
2009,7078-1,7259,1
2015,70781-1,7650,1
2015,70782-1,3946,1
2015,70783-1,9198,1
2015,70784-1,9973,1
2015,70785-1,9279,1
2015,70786-1,481,1
2015,70787-1,2681,1
2015,70788-1,8482,1
2015,70789-1,2478,1
2015,70790-1,6810,1
2009,7079-1,15458,1
2015,70791-1,8931,1
2015,70792-1,14268,1
2015,70793-1,2763,1
2015,70794-1,581,1
2015,70795-1,11789,1
2014,70800-1,14176,1
2004,7080-1,1977,1
2014,70801-1,7204,1
2014,70802-1,5943,1
2014,70803-1,13067,1
2014,70804-1,8175,1
2014,70805-1,10446,1
2014,70806-1,3927,1
2014,70807-1,13196,1
2014,70808-1,5180,1
2014,70809-1,4268,1
1970,708-1,13582,1
2014,70810-1,14208,1
2004,7081-1,11542,1
2014,70811-1,14747,1
2014,70812-1,73,1
2014,70813-1,11862,1
2014,70814-1,2377,1
2014,70815-1,9213,1
2014,70816-1,6567,1
2015,70817-1,9660,1
2015,70818-1,6862,1
2015,70819-1,5556,1
2019,70820-1,30040,1
2004,7082-1,4075,1
2019,70821-1,30039,1
2019,70822-1,30038,1
2019,70823-1,30037,1
2019,70824-1,30036,1
2019,70825-1,30035,1
2019,70826-1,30034,1
2019,70827-1,29402,1
