year,set_num,id,version
1990,2446-1,68770,1
1991,2447-1,68769,1
1990,2450-1,68767,1
1958,245-1,566,1
1991,2451-1,33950,1
1978,245-2,1199,1
1993,2452-1,25029,1
1998,2453-1,8750,1
1990,2454-1,68766,1
1991,2455-1,29208,1
1990,2458-1,26428,1
1991,2459-1,25030,1
1977,246-2,14137,1
1999,2466-1,84147,1
1999,2467-1,31485,1
2000,2477-1,31481,1
1971,248-2,6876,1
1999,2488-1,32762,1
1998,2490-1,1268,1
1998,2493-1,37271,1
1998,2494-1,1497,1
1987,250-1,7186,1
1974,250-3,10244,1
2000,2503-1,90051,1
2011,2504-1,12431,1
2011,2505-1,3659,1
2011,2506-1,2573,1
2011,2507-1,14926,1
2011,2508-1,2565,1
2011,2509-1,12508,1
1974,251-1,12225,1
2011,2516-1,755,1
2011,2518-1,3184,1
2011,2519-1,4937,1
2011,2520-1,4369,1
1974,252-1,16352,1
2011,2521-1,2371,1
1998,2531-1,8560,1
1975,253-2,3301,1
1998,2532-1,4425,1
2006,253257-1,93474,1
1998,2535-1,3540,1
1998,2536-1,14083,1
1998,2537-1,9185,1
1998,2538-1,13697,1
1998,2539-1,6632,1
1998,2540-1,5146,1
1975,254-1,9644,1
1998,2541-1,10896,1
1998,2542-1,15672,1
1998,2543-1,14545,1
1998,2544-1,13409,1
1990,2550-1,43487,1
1992,2551-1,26429,1
1975,255-2,6728,1
1992,2552-1,26430,1
1993,2553-1,26403,1
1998,2554-1,13905,1
1998,2555-1,11812,1
1997,2556-1,1644,1
1976,256-1,3557,1
2001,2580-1,27589,1
1976,258-1,7124,1
1997,2581-1,37312,1
2010,258175-1,35213,1
2011,258175-2,35212,1
2010,258175-3,35214,1
2010,258175-4,35215,1
1998,2584-1,10175,1
1998,2585-1,4629,1
1998,2586-1,5052,1
1999,2588-1,35812,1
2000,2592-1,74422,1
2000,2593-1,37140,1
2000,2594-1,74096,1
2006,2598-1,26817,1
1998,2599-1,26614,1
1998,2600-1,29086,1
1990,260-1,5223,1
1997,2601-1,28078,1
1997,2602-1,26790,1
1971,260-3,2179,1
1997,2603-1,26791,1
1997,2604-1,27997,1
1997,2605-1,29090,1
1997,2606-1,24951,1
1997,2607-1,26613,1
1994,2608-1,27722,1
1990,2609-1,26612,1
1985,2610-1,28084,1
1979,261-1,9679,1
1985,2611-1,29211,1
1988,2612-1,26608,1
1990,2613-1,1913,1
1971,261-4,13356,1
1988,2614-1,26431,1
1990,2615-1,26432,1
1994,2616-1,26611,1
1989,2617-1,841,1
1984,2618-1,28156,1
1984,2619-1,28235,1
1980,2620-1,29214,1
1994,2621-1,26606,1
1981,2621-2,26433,1
1972,262-2,10016,1
1982,2622-1,24870,1
1980,2623-1,29199,1
1981,2624-1,29096,1
1980,2625-1,29213,1
1988,2626-1,26605,1
1980,2627-1,29215,1
1987,2628-1,28804,1
1985,2629-1,26026,1
1985,2629-1,37122,2
1980,2630-1,26367,1
1990,2630-2,28083,1
1974,263-1,2257,1
1985,2631-1,29097,1
1987,2632-1,29200,1
1983,2634-1,24952,1
1982,2635-1,28888,1
1984,2636-1,3667,1
1987,2637-1,28805,1
2002,26374-1,21524,1
2002,26377-1,21523,1
2002,26379-1,21522,1
1987,2638-1,24953,1
1984,2639-1,26604,1
1980,2640-1,26434,1
1974,264-1,12256,1
1982,2641-1,29209,1
1988,2641-2,28237,1
1982,2642-1,29329,1
1989,2643-1,28313,1
1980,2643-2,26370,1
1981,2644-1,28929,1
1980,2645-1,28810,1
1983,2646-1,28889,1
1985,2647-1,28921,1
1985,2647-1,90166,2
1982,2648-1,26372,1
1984,2649-1,1344,1
1980,2650-1,26356,1
1989,2650-2,27802,1
1974,265-1,6051,1
1989,2651-1,27999,1
1988,2652-1,27803,1
1991,2654-1,26303,1
1985,2655-1,26266,1
1989,2656-1,28001,1
1989,2657-1,26600,1
1989,2658-1,24989,1
1995,2659-1,25065,1
1991,2660-1,25066,1
1991,2660-1,27841,2
1974,266-1,6464,1
1990,2661-1,25543,1
1990,2661-1,27835,2
1990,2662-1,25544,1
1995,2663-1,25545,1
1990,2664-1,25546,1
1990,2664-1,27837,2
1995,2665-1,25547,1
1990,2666-1,25548,1
1995,2667-1,26235,1
1990,2668-1,25550,1
1990,2668-1,86867,2
1990,2669-1,25551,1
1995,2670-1,25552,1
1991,2671-1,26599,1
1991,2672-1,26302,1
1996,2673-1,26298,1
1996,2674-1,26598,1
1993,2675-1,26299,1
1993,2676-1,27798,1
1993,2677-1,28806,1
1993,2678-1,28082,1
1993,2679-1,24913,1
1994,2680-1,26202,1
1979,268-1,8391,1
1994,2681-1,28314,1
1994,2682-1,26305,1
1996,2683-1,26296,1
1997,2684-1,26597,1
1996,2685-1,25553,1
1997,2687-1,27996,1
1994,2688-1,26304,1
1994,2689-1,26595,1
1995,2690-1,25061,1
1979,269-1,12169,1
1995,2691-1,25062,1
1995,2692-1,25063,1
1995,2693-1,24988,1
1996,2694-1,27796,1
1996,2695-1,26265,1
1996,2696-1,26262,1
1996,2697-1,26261,1
1996,2699-1,26249,1
1973,2-7,15353,1
1983,2700-1,24971,1
1958,270-1,90798,1
1988,2701-1,25031,1
1973,270-2,1961,1
1998,2704-1,29098,1
1983,2705-1,23314,1
1988,2706-1,25032,1
2000,2707-1,6545,1
2000,2708-1,13240,1
1996,2709-1,7910,1
2000,2710-1,7036,1
1973,271-1,14505,1
1983,2711-1,24956,1
1958,271-2,1062,1
1983,2712-1,24969,1
1984,2713-1,25059,1
1987,2714-1,25033,1
2016,271601-1,12529,1
2016,271602-1,12412,1
2016,271603-1,16327,1
2016,271604-1,6938,1
2016,271605-1,10516,1
2016,271606-1,2000,1
2016,271607-1,14782,1
2016,271608-1,15562,1
2016,271609-1,6754,1
2016,271610-1,10505,1
2016,271611-1,6414,1
1984,2717-1,25034,1
2017,271712-1,17291,1
2017,271713-1,23543,1
2017,271714-1,17907,1
2017,271715-1,18347,1
2017,271716-1,23544,1
2017,271717-1,18909,1
2017,271718-1,23545,1
2017,271719-1,19560,1
2017,271720-1,27369,1
2017,271721-1,20917,1
2017,271722-1,25411,1
2017,271723-1,27370,1
2001,2718-1,8761,1
2018,271824-1,23368,1
2018,271825-1,25529,1
2018,271826-1,27371,1
2018,271827-1,27372,1
2018,271828-1,27373,1
2018,271829-1,31017,1
2018,271830-1,31015,1
2018,271831-1,31014,1
2018,271832-1,31356,1
1999,2719-1,13959,1
1977,27-2,6235,1
1988,2720-1,29201,1
1973,272-1,13093,1
2000,2722-1,8209,1
1999,2728-1,4108,1
1999,2729-1,9625,1
1993,2730-1,25035,1
1973,273-1,14310,1
1996,2731-1,25036,1
1992,2732-1,25037,1
1993,2733-1,25038,1
1993,2734-1,15953,1
2004,2734-2,103709,1
1993,2735-1,16157,1
2004,2735-2,103707,1
1993,2736-1,24056,1
1993,2737-1,24058,1
1994,2738-1,24061,1
1996,2739-1,24974,1
1993,2740-1,24970,1
1974,274-1,4341,1
1996,2741-1,25039,1
1999,2742-1,13981,1
1999,2743-1,9228,1
1999,2744-1,4042,1
1996,2745-1,25040,1
1986,2750-1,28315,1
1974,275-1,9136,1
2000,2751-1,29165,1
2000,2751-2,29166,1
2000,2751-3,29167,1
2000,2751-4,29168,1
2000,2751-5,29169,1
2000,2751-6,32757,1
1986,2752-1,29330,1
1986,2754-1,29331,1
1986,2756-1,29335,1
1999,2757-1,13506,1
1986,2758-1,29611,1
1999,2759-1,4337,1
1986,2760-1,29612,1
1977,276-1,12218,1
1997,2761-1,29613,1
1997,2762-1,29614,1
1999,2769-1,9835,1
1986,2770-1,26593,1
1977,277-1,5606,1
1977,277-1,82654,2
1991,2771-1,27779,1
1991,2772-1,28316,1
1991,2773-1,28890,1
1999,2774-1,7168,1
1991,2775-1,3225,1
1991,2776-1,28922,1
1991,2777-1,28243,1
1991,2778-1,26591,1
1991,2779-1,28135,1
1991,2780-1,26443,1
1978,278-1,2111,1
1996,2781-1,28923,1
1995,2783-1,28242,1
1994,2784-1,26589,1
1995,2785-1,26111,1
1994,2786-1,26110,1
1994,2787-1,26588,1
1994,2788-1,28241,1
1994,2789-1,26116,1
1994,2790-1,28154,1
1996,2791-1,28925,1
1994,2792-1,26576,1
1994,2794-1,26574,1
1994,2795-1,26571,1
1995,2796-1,28138,1
2000,2797-1,31480,1
2000,2799-1,31479,1
1970,2-8,8742,1
1958,280-1,871,1
1958,280-2,2999,1
1999,2803-1,26792,1
1997,2805-1,26568,1
1997,2806-1,26793,1
1999,2807-1,24954,1
1999,2808-1,25025,1
1977,28-1,14898,1
1959,281-1,3825,1
1999,2811-1,27797,1
1959,281-2,15820,1
1999,2814-1,25026,1
1998,2815-1,26115,1
1998,2817-1,26440,1
1998,2818-1,26114,1
1999,2819-1,27721,1
1958,282-1,5830,1
1999,2821-1,29091,1
1958,282-2,4622,1
2010,2824-1,12851,1
2000,2825-1,26809,1
2000,2827-1,29197,1
1999,2828-1,22265,1
1999,2829-1,29198,1
1999,2830-1,26810,1
1957,283-1,5184,1
1999,2831-1,26811,1
1957,283-2,1812,1
1999,2832-1,26812,1
1999,2833-1,28926,1
1999,2834-1,28808,1
1998,2838-1,26763,1
1997,2840-1,5880,1
1997,2841-1,6457,1
1997,2842-1,11779,1
1997,2843-1,24559,1
1997,2844-1,24560,1
1997,2845-1,4558,1
1997,2846-1,13891,1
1997,2847-1,870,1
1997,2848-1,220,1
1997,2849-1,5098,1
2011,2850829-1,69,1
2006,2850857-1,94166,1
2011,2850868-1,94125,1
1966,285-1,24731,1
2008,2851070-1,94117,1
1997,2851-1,29093,1
2009,2851126-1,94118,1
2008,2851134-1,94128,1
2009,2851135-1,94165,1
2009,2851146-1,70728,1
2009,2851185-1,94164,1
2009,2851190-1,94163,1
2009,2851191-1,94162,1
2009,2851192-1,94160,1
2009,2851194-1,94159,1
2009,2851195-1,94131,1
2009,2851196-1,94130,1
2009,2851198-1,94129,1
1997,2852-1,29094,1
2011,2852724-1,165,1
2011,2852725-1,2698,1
2011,2852726-1,13152,1
2011,2853216-1,9297,1
2009,2853300-1,16159,1
2009,2853301-1,9426,1
2009,2853302-1,11935,1
2009,2853303-1,2892,1
2009,2853367-1,91191,1
2009,2853399-1,94169,1
2009,2853401-1,89904,1
2009,2853505-1,92547,1
2009,2853508-1,9163,1
2009,2853508-1,34386,2
2009,2853586-1,92845,1
2009,2853587-1,92968,1
2009,2853590-1,8955,1
2009,2853591-1,94173,1
2009,2853592-1,94175,1
2009,2853593-1,94174,1
2009,2853594-1,94177,1
2009,2853595-1,94178,1
2009,2853596-1,60558,1
2009,2853597-1,94179,1
2011,2853662-1,30105,1
2009,2853694-1,94182,1
2012,2853832-1,94184,1
2010,2853835-1,4539,1
2010,2853944-1,6765,1
1998,2854-1,13629,1
2010,2854298-1,92837,1
2010,2855028-1,13410,1
2011,2855040-1,4166,1
2010,2855041-1,75675,1
2010,2855044-1,35268,1
2010,2855045-1,75676,1
2010,2855046-1,75677,1
2011,2855113-1,2627,1
2010,2855123-1,94185,1
2010,2855124-1,94186,1
2010,2855125-1,94187,1
2010,2855127-1,14321,1
2010,2855128-1,94188,1
2010,2855129-1,94189,1
2010,2855162-1,69971,1
2010,2855163-1,94190,1
2010,2855164-1,94191,1
2010,2855167-1,94192,1
2011,2856028-1,30106,1
2010,2856076-1,92838,1
2011,2856079-1,12833,1
2010,2856080-1,7816,1
2010,2856081-1,7400,1
2011,2856089-1,6319,1
2011,2856134-1,9952,1
2011,2856197-1,11803,1
2011,2856200-1,94195,1
2011,2856203-1,2835,1
2011,2856205-1,38205,1
2011,2856217-1,3475,1
2011,2856218-1,94202,1
2011,2856219-1,94203,1
2011,2856220-1,94204,1
2011,2856221-1,94205,1
2011,2856222-1,94206,1
2011,2856223-1,5944,1
2011,2856224-1,5541,1
2011,2856225-1,13683,1
2011,2856226-1,98,1
2011,2856227-1,15224,1
2013,2856236-1,5573,1
2015,2856238-1,696,1
2011,2856239-1,94207,1
2011,2856241-1,94197,1
2010,2856252-1,92836,1
2011,2856451-1,94208,1
2011,2856453-1,6128,1
2011,2856454-1,94209,1
2011,2856456-1,94210,1
2011,2856457-1,94212,1
2011,2856458-1,94213,1
2011,2856745-1,96438,1
1999,2858-1,3623,1
1998,2862-1,25554,1
2001,2863-1,31471,1
1998,2864-1,25555,1
1998,2865-1,25556,1
1998,2866-1,3534,1
1997,2870-1,3404,1
1997,2871-1,2760,1
1997,2872-1,6390,1
1997,2873-1,15719,1
1997,2874-1,25844,1
1997,2876-1,7223,1
1997,2877-1,25843,1
1997,2878-1,7020,1
2001,2878-2,14418,1
2001,2878-3,15449,1
2001,2878-4,12000,1
2001,2878-5,101217,1
1998,2879-1,4081,1
1997,2880-1,1096,1
1997,2881-1,15505,1
1997,2882-1,13774,1
1997,2883-1,16380,1
1997,2884-1,15736,1
1997,2885-1,5142,1
1997,2886-1,14173,1
1997,2887-1,14759,1
1998,2889-1,14492,1
1998,2890-1,5243,1
1998,2891-1,13101,1
1998,2892-1,13054,1
1998,2893-1,27780,1
1998,2895-1,27720,1
1973,290-2,7710,1
2000,2904-1,26766,1
1993,2905-1,26776,1
2000,2909-1,26768,1
1977,29-1,15051,1
1992,2910-1,26779,1
1973,291-1,1318,1
2000,2912-1,4702,1
2000,2913-1,26769,1
2000,2914-1,26770,1
1995,2915-1,26780,1
2000,2916-1,26771,1
1996,2917-1,28006,1
1992,2920-1,26781,1
1973,292-1,508,1
1998,2922-1,27545,1
1995,2925-1,28005,1
2006,2928-1,6639,1
2008,2928-2,8188,1
1992,2930-1,28004,1
1973,293-1,16074,1
2000,2931-1,25042,1
2000,2932-1,25043,1
2000,2933-1,8793,1
1996,2935-1,26773,1
2000,2936-1,25044,1
2000,2937-1,25045,1
2000,2938-1,24972,1
1992,2940-1,28003,1
1974,294-1,2137,1
2000,2942-1,26113,1
1995,2945-1,26778,1
2001,2946-1,26772,1
2001,2947-1,26764,1
2001,2949-1,11684,1
1993,2950-1,28002,1
1974,295-1,1158,1
2001,2951-1,26784,1
2001,2952-1,26785,1
2001,2953-1,26786,1
2001,2954-1,26787,1
2001,2955-1,25265,1
1995,2960-1,26777,1
1977,296-1,2771,1
2001,2961-1,26788,1
1998,2962-1,3406,1
1998,2963-1,5597,1
1998,2964-1,6422,1
1998,2965-1,12911,1
2000,2967-1,27708,1
2000,2968-1,26566,1
1978,297-1,6494,1
2001,2971-1,26295,1
2001,2975-1,24447,1
2001,2976-1,24448,1
2001,2977-1,24449,1
2001,2979-1,24450,1
1999,2981-1,12571,1
1999,2982-1,5980,1
1999,2983-1,24446,1
1999,2984-1,24451,1
1999,2985-1,24452,1
1999,2987-1,24453,1
1999,2988-1,24454,1
2000,2989-1,24455,1
2000,2990-1,24459,1
2001,2991-1,24457,1
2001,2993-1,24472,1
1998,2995-1,3747,1
1998,2996-1,10315,1
1998,2997-1,19038,1
1998,2998-1,14394,1
2009,30000-1,15012,1
2012,3000041596-1,95662,1
1999,3000-1,5054,1
2009,30001-1,14251,1
2009,30002-1,2390,1
2009,30003-1,2046,1
2009,30004-1,8182,1
2009,30005-1,1253,1
2009,30006-1,10840,1
2009,30008-1,15857,1
2009,30009-1,14016,1
1978,300-1,11719,1
2010,30010-1,12461,1
1999,3001-1,2581,1
2010,30011-1,3079,1
2010,30012-1,6497,1
2010,30013-1,15493,1
2011,30014-1,12795,1
2011,30015-1,4795,1
2011,30016-1,786,1
2012,30017-1,12002,1
2012,30018-1,7867,1
2012,30019-1,10104,1
2010,30020-1,1486,1
2010,30021-1,8044,1
2011,30022-1,16615,1
2011,30023-1,5930,1
2011,30024-1,15987,1
2011,30025-1,15557,1
2011,30026-1,1586,1
2011,30027-1,7960,1
2011,30028-1,15691,1
2011,30029-1,1103,1
2010,30030-1,13085,1
1999,3003-1,6704,1
2010,30031-1,4412,1
2010,30032-1,5921,1
2010,30033-1,5025,1
2010,30034-1,7740,1
2010,30035-1,2426,1
2011,30036-1,14200,1
2010,30040-1,16406,1
2010,30041-1,12844,1
2010,30042-1,11338,1
2010,30042-1,29028,2
2010,30050-1,6706,1
1999,3005-1,3376,1
2010,30051-1,10685,1
2011,30052-1,12805,1
2011,30053-1,4262,1
2011,30054-1,6068,1
2011,30055-1,2128,1
2012,30056-1,14388,1
2012,30057-1,5241,1
2012,30058-1,14337,1
2012,30059-1,1282,1
2010,30060-1,26243,1
2010,30060-2,26244,1
2010,30060-3,26245,1
2010,30060-4,26246,1
2010,30060-5,26247,1
2010,30061-1,3350,1
2010,30062-1,7139,1
2010,30063-1,27791,1
2010,30063-2,27792,1
2010,30063-3,27793,1
2010,30063-4,27794,1
2010,30063-5,27795,1
2012,30064-1,25557,1
2012,30064-2,25558,1
2012,30064-3,25559,1
2012,30064-4,25560,1
2013,30066-1,2921,1
2013,30066-2,15786,1
2013,30066-3,21074,1
2013,30066-4,3517,1
2013,30066-5,1688,1
2014,30067-1,1460,1
2014,30067-2,8180,1
2014,30067-3,3201,1
2014,30067-4,3751,1
2014,30068-1,8731,1
2010,30070-1,1281,1
2010,30071-1,603,1
2010,30072-1,12958,1
2010,30073-1,4676,1
2011,30080-1,4682,1
2011,30081-1,15828,1
2011,30082-1,10228,1
2011,30083-1,5973,1
2011,30084-1,8543,1
2012,30085-1,13909,1
2012,30086-1,14484,1
2012,30087-1,10154,1
2012,30088-1,6400,1
2011,30090-1,16267,1
2011,30091-1,4698,1
1976,30-1,13512,1
2012,30100-1,9089,1
2012,30101-1,8157,1
2012,30102-1,13564,1
2012,30103-1,9857,1
2012,30105-1,4744,1
2013,30106-1,676,1
2013,30107-1,13430,1
2013,30108-1,2801,1
1978,301-1,16122,1
2011,30110-1,6046,1
2011,30111-1,3997,1
2014,30112-1,13546,1
2014,30113-1,6869,1
2014,30114-1,7523,1
2014,30115-1,2260,1
2014,30116-1,1494,1
2011,30120-1,6095,1
1999,3012-1,12148,1
2011,30121-1,586,1
2011,30130-1,6699,1
1999,3013-1,5786,1
2011,30131-1,3224,1
2011,30132-1,4003,1
2011,30133-1,2272,1
2011,30140-1,3331,1
1999,3014-1,7731,1
2011,30141-1,5453,1
2012,30150-1,4070,1
1999,3015-1,1736,1
2012,30151-1,3288,1
2012,30152-1,10184,1
2012,30160-1,1954,1
1998,3016-1,13478,1
2012,30161-1,3913,1
2012,30162-1,12305,1
2012,30163-1,13622,1
2012,30164-1,15138,1
2012,30165-1,13244,1
2013,30166-1,2393,1
2013,30167-1,6232,1
2013,30168-1,11833,1
2012,30170-1,6941,1
1998,3017-1,3160,1
2012,30180-1,2088,1
1998,3018-1,6030,1
2012,30181-1,9570,1
2012,30182-1,9696,1
2013,30183-1,15335,1
2013,30184-1,3515,1
2013,30185-1,5186,1
2013,30186-1,6993,1
2014,30187-1,5771,1
2014,30188-1,13273,1
2014,30189-1,1604,1
2012,30190-1,443,1
1998,3019-1,11616,1
2012,30191-1,13227,1
2012,30192-1,15794,1
2012,30193-1,13989,1
2012,30194-1,8246,1
2012,30195-1,10557,1
2012,30196-1,10674,1
2014,30197-1,2310,1
1973,30-2,8840,1
2012,30200-1,9633,1
2020,302001-1,46354,1
2020,302002-1,49411,1
2020,302003-1,58867,1
2020,302004-1,70560,1
2020,302005-1,70452,1
2020,302006-1,73994,1
2020,302007-1,77631,1
2020,302008-1,83623,1
1998,3020-1,14383,1
2012,30201-1,14136,1
2015,30202-1,2777,1
2015,30203-1,5164,1
2015,30204-1,3531,1
2015,30205-1,11659,1
1983,302-1,10637,1
2012,30210-1,7609,1
2021,302101-1,86594,1
2021,302102-1,91376,1
2021,302103-1,92922,1
2021,302104-1,110148,1
2021,302105-1,102284,1
2021,302106-1,110146,1
2021,302107-1,111723,1
2021,302108-1,113600,1
2021,302109-1,115483,1
1998,3021-1,10002,1
2012,30211-1,9164,1
2012,30212-1,11358,1
2012,30213-1,12802,1
2013,30215-1,13466,1
2013,30216-1,5789,1
2015,30217-0,92664,1
2015,30217-1,19535,1
2015,30217-2,19536,1
2015,30217-3,19537,1
2015,30217-4,19538,1
2015,30218-1,2829,1
1978,302-2,8337,1
2013,30220-1,12819,1
1998,3022-1,14329,1
2013,30221-1,6690,1
2013,30222-1,14976,1
2013,30224-1,11646,1
2013,30225-1,987,1
2014,30226-1,2479,1
2014,30227-1,12094,1
2014,30228-1,9066,1
2014,30229-1,613,1
2013,30230-1,2318,1
1998,3023-1,11944,1
2013,30231-1,15589,1
2013,30240-1,11791,1
1998,3024-1,26818,1
2013,30241-1,8565,1
2013,30242-1,6027,1
2013,30243-1,5355,1
2014,30244-1,4751,1
2014,30246-1,7940,1
2014,30247-1,14882,1
2013,30250-1,1360,1
1998,3025-1,4560,1
2013,30251-1,15418,1
2013,30252-1,8275,1
2013,30253-1,11769,1
2013,30254-1,7001,1
2013,30255-1,722,1
2015,30256-1,1706,1
2015,30259-1,10039,1
2013,30260-1,4391,1
1998,3026-1,10283,1
2013,30261-1,5104,1
2014,30262-1,9655,1
2014,30263-1,11185,1
2014,30264-1,12102,1
2014,30265-1,12832,1
2014,30266-1,2164,1
2013,30270-1,14115,1
1998,3027-1,113,1
2014,30271-1,10059,1
2015,30272-1,10751,1
2015,30274-1,5735,1
2015,30275-1,8786,1
2015,30276-1,2323,1
2016,30277-1,22,1
2015,30278-1,5119,1
2016,30279-1,10277,1
2014,30280-1,4687,1
1998,3028-1,12089,1
2014,30281-1,233,1
2014,30282-1,15311,1
2015,30283-1,12935,1
2015,30284-1,15885,1
2015,30285-1,4080,1
2015,30286-1,174,1
1998,3029-1,37310,1
2015,30291-1,13528,1
2015,30292-1,6880,1
2015,30293-1,9736,1
2015,30294-1,15417,1
2014,30300-1,62,1
1998,3030-1,24441,1
2014,30301-1,137,1
2014,30302-1,6175,1
2015,30303-1,13313,1
2015,30304-1,7016,1
2015,30305-1,3496,1
1987,303-1,9320,1
2014,30310-1,6310,1
2015,30311-1,15429,1
2015,30312-1,4889,1
2015,30313-1,12107,1
2015,30314-1,163,1
2015,30315-1,13147,1
1964,303-2,3696,1
2015,30320-1,6358,1
1999,3032-1,15977,1
2016,30321-1,17402,1
2016,30322-1,24807,1
2016,30322-2,24849,1
2016,30322-3,24850,1
2016,30322-4,24851,1
2016,30322-5,24852,1
2017,30323-1,22260,1
2017,30324-1,19488,1
2017,30324-2,19489,1
2017,30324-3,19490,1
2017,30324-4,19491,1
2017,30324-5,19492,1
2018,30325-1,24626,1
2018,30326-0,21224,1
2018,30326-1,21225,1
2018,30326-2,21226,1
2018,30326-3,21227,1
2018,30326-4,21228,1
2018,30326-5,21229,1
2019,30327-1,31704,1
2019,30328-0,31705,1
2019,30328-1,43634,1
2019,30328-2,43636,1
2019,30328-3,43637,1
2019,30328-4,43638,1
2019,30328-5,43639,1
2020,30329-1,42719,1
2020,30330-1,42721,1
1998,3033-1,1104,1
2021,30331-1,81541,1
2002,3033-2,4150,1
2021,30332-1,81581,1
2022,30333-1,120128,1
2017,30338-1,17336,1
2018,30339-1,21237,1
2019,30340-1,30861,1
2020,30341-1,61906,1
2020,30342-1,42938,1
2021,30343-1,81540,1
2021,30344-1,91411,1
2016,30346-1,11371,1
2016,30347-1,9800,1
2016,30348-1,8881,1
2016,30349-1,5864,1
2016,30350-1,1772,1
2017,30351-1,17172,1
2017,30352-1,17236,1
2017,30353-1,20620,1
2017,30354-1,16589,1
2017,30355-1,19024,1
2018,30356-1,21194,1
2018,30357-1,21195,1
2018,30358-1,21196,1
2018,30359-1,23050,1
2018,30360-1,25484,1
1999,3036-1,27719,1
2019,30361-1,30862,1
2019,30362-1,31706,1
2019,30363-1,31692,1
2019,30364-1,31690,1
2019,30365-1,35703,1
2020,30366-1,42722,1
2020,30367-1,42723,1
2020,30368-1,42724,1
2020,30369-1,42726,1
2020,30370-1,55808,1
1998,3037-1,31510,1
2016,30371-1,5368,1
2016,30372-1,1766,1
2016,30373-1,13950,1
2016,30374-1,2888,1
2016,30375-1,2764,1
2017,30376-1,16764,1
2017,30377-1,18360,1
2017,30378-1,911,1
2017,30379-1,21376,1
2018,30380-1,21266,1
1998,3038-1,4366,1
2018,30381-1,24627,1
2018,30382-1,24628,1
2019,30383-1,34238,1
2019,30384-1,34264,1
2020,30385-1,50474,1
2020,30386-1,42728,1
2021,30387-1,87987,1
2021,30388-1,81542,1
2021,30389-1,107171,1
1999,3039-1,11549,1
2021,30391-1,81866,1
2021,30392-1,106583,1
2019,30393-1,31693,1
2020,30394-1,42729,1
2016,30396-1,5482,1
2016,30397-1,10187,1
2016,30398-1,5342,1
2016,30399-1,11798,1
2017,30400-1,18293,1
1998,3040-1,549,1
2017,30401-1,18018,1
2017,30402-1,19719,1
2018,30403-1,21230,1
2018,30404-1,21231,1
2018,30405-1,21232,1
2018,30406-1,25485,1
2018,30407-1,26549,1
2019,30408-1,31694,1
2019,30409-1,31707,1
1985,304-1,9260,1
2019,30410-1,36332,1
1998,3041-1,8502,1
2020,30411-1,42730,1
2020,30412-1,42731,1
2021,30413-1,83850,1
2021,30414-1,102567,1
2022,30416-1,118946,1
2022,30417-1,120122,1
1964,304-2,4957,1
2020,30420-1,56103,1
2016,30421-1,8723,1
2016,30422-1,15045,1
2016,30423-1,16842,1
2016,30424-1,16498,1
2017,30425-1,22043,1
2017,30426-1,18412,1
2017,30427-1,19380,1
2017,30428-1,20044,1
2022,30432-1,120121,1
2022,30433-1,118947,1
2022,30443-1,120379,1
2016,30446-1,7590,1
2016,30447-1,16674,1
2016,30448-1,6711,1
2017,30449-1,18245,1
2018,30450-1,21238,1
2019,30451-1,31696,1
2019,30452-1,34119,1
2020,30453-1,42732,1
2021,30454-1,98705,1
2022,30455-1,120119,1
2019,30460-1,31289,1
2019,30461-1,34323,1
2019,30461-1,84929,2
2020,30463-1,42738,1
2020,30464-1,42739,1
2021,30465-1,81582,1
2021,30465-1,109052,2
1998,3047-1,14008,1
2016,30471-1,15377,1
2016,30472-1,6836,1
2016,30473-1,10585,1
2016,30474-1,11354,1
2017,30475-1,19468,1
2017,30476-1,16939,1
2017,30477-1,19025,1
2017,30478-1,19493,1
2000,3048-1,31478,1
2000,3048-2,32758,1
2000,3049-1,27709,1
2022,30495-1,118944,1
2017,30496-1,14770,1
2017,30497-1,20055,1
2018,30498-1,26551,1
2018,30499-1,23040,1
1999,3050-1,3774,1
2022,30503-1,120592,1
1979,305-1,13310,1
1999,3051-1,2520,1
1964,305-2,2140,1
1999,3052-1,12178,1
2017,30521-1,7464,1
2017,30522-1,1368,1
2017,30523-1,16540,1
2017,30524-1,13701,1
2018,30525-1,23357,1
2018,30526-1,23054,1
2019,30527-1,31291,1
2019,30528-1,30516,1
2019,30529-1,31290,1
2018,30530-1,21246,1
1999,3053-1,1440,1
2018,30531-1,21247,1
2018,30532-1,23055,1
2019,30533-1,31708,1
2019,30534-1,31695,1
2019,30535-1,30863,1
2020,30536-1,42740,1
2020,30537-1,42741,1
2021,30539-1,81578,1
2018,30540-1,21209,1
1998,3054-1,1722,1
2018,30541-1,23056,1
2018,30542-1,21210,1
2018,30543-1,24854,1
2019,30545-1,31709,1
2017,30546-1,16510,1
2018,30547-1,25486,1
2020,30548-1,42742,1
2020,30549-1,42743,1
2020,30550-1,46274,1
1998,3055-1,27,1
2017,30551-1,20409,1
2018,30552-1,21218,1
2019,30553-1,40922,1
2020,30554-1,42745,1
2020,30555-1,42747,1
2020,30556-1,47306,1
2021,30557-1,84261,1
2021,30558-1,87978,1
2022,30560-1,120123,1
1998,3056-1,16060,1
2022,30562-1,118943,1
2021,30563-1,81823,1
2021,30564-1,81819,1
2021,30565-1,81583,1
2021,30566-1,83962,1
2021,30567-1,84042,1
2021,30568-1,83943,1
2021,30569-1,81539,1
2021,30570-1,102768,1
2000,3057-1,10864,1
2019,30571-1,31678,1
2019,30572-1,31603,1
