HomeTeam,AwayTeam,FTH_Goals,FTA_Goals,Result,B365H,B365D,B365A,poisH,poisD,poisA,prH,prD,prA,B365_Sucess,ML_Sucess,poisson_Sucess,ML_B365,ML_Home_DrawAway,B365_Home_DrawAway,poisson_Home_DrawAway,ML_Home_DrawAway_Foc
Leicester,Fulham,1.0,2.0,2.0,1.5,4.33,6.5,1.66,4.564,5.604,1.61,4.76,5.88,0,0,0,-,0,0,0,0
